1	6
1	26
1	46
1	53
1	58
1	62
2	4
2	32
2	34
2	40
2	56
2	60
3	12
3	30
3	33
3	41
3	53
3	62
4	22
4	25
4	33
4	34
4	45
4	54
5	7
5	30
5	48
5	49
5	50
5	61
6	1
6	4
6	41
6	53
6	55
6	62
7	42
7	44
7	49
7	57
7	59
7	61
8	42
8	46
8	48
8	57
8	59
8	61
9	12
9	33
9	39
9	41
9	50
9	62
10	30
10	36
10	52
10	57
10	58
10	62
11	3
11	17
11	32
11	52
11	60
11	61
12	13
12	17
12	50
12	53
12	58
12	62
13	1
13	33
13	45
13	50
13	55
13	62
14	29
14	31
14	32
14	51
14	52
14	60
15	9
15	43
15	44
15	47
15	50
15	53
16	11
16	18
16	27
16	31
16	56
16	60
17	27
17	29
17	44
17	52
17	59
17	60
18	19
18	25
18	35
18	38
18	50
18	52
19	11
19	22
19	37
19	47
19	54
20	15
20	23
20	34
20	54
20	56
21	28
21	47
21	49
21	59
21	60
22	9
22	23
22	32
22	37
22	56
23	12
23	45
23	54
23	56
23	62
24	8
24	35
24	51
24	58
24	61
25	2
25	18
25	26
25	40
25	56
26	9
26	36
26	42
26	55
26	62
27	13
27	29
27	38
27	54
27	60
28	21
28	44
28	47
28	57
28	61
29	14
29	36
29	47
29	52
29	60
30	24
30	28
30	37
30	47
30	51
31	16
31	17
31	53
31	60
31	61
32	1
32	52
32	54
32	55
32	60
33	6
33	18
33	53
33	55
33	62
34	19
34	20
34	48
34	54
34	56
35	28
35	32
35	39
35	48
35	59
36	3
36	24
36	41
36	55
36	58
37	4
37	25
37	40
37	41
37	54
38	14
38	29
38	43
38	57
38	58
39	5
39	24
39	28
39	49
39	51
40	37
40	45
40	49
40	54
40	56
41	10
41	31
41	36
41	53
41	57
42	44
42	51
42	57
42	59
42	61
43	35
43	42
43	44
43	49
43	61
44	2
44	7
44	39
44	51
44	59
45	2
45	20
45	23
45	25
45	46
46	21
46	24
46	35
46	43
46	52
47	21
47	35
47	38
47	42
47	49
48	7
48	15
48	43
48	57
48	59
49	8
49	43
49	46
49	48
49	62
50	15
50	16
50	26
50	27
50	58
51	46
51	47
51	48
51	57
51	59
52	16
52	27
52	31
52	38
52	59
53	23
53	50
53	55
53	58
53	62
54	5
54	20
54	22
54	45
54	56
55	6
55	33
55	41
55	45
55	58
56	10
56	19
56	34
56	37
56	40
57	10
57	39
57	46
57	51
57	61
58	3
58	26
58	34
58	36
58	40
59	5
59	39
59	42
59	48
59	57
60	11
60	22
60	38
60	52
60	56
61	8
61	30
61	43
61	46
61	55
62	13
62	14
62	53
62	55
62	58
