1	3
2	15
3	22
4	6
5	3
6	1
7	12
8	18
9	10
10	10
11	9
12	25
13	18
14	11
15	6
16	18
17	8
18	22
19	21
20	25
21	7
22	13
23	23
24	10
25	18
26	18
27	21
28	23
29	22
30	24
31	17
32	14
33	16
34	24
35	13
36	2
37	21
38	21
39	3
40	7
41	14
42	7
43	15
44	25
45	26
46	24
47	23
48	18
49	5
50	3
51	17
52	22
53	7
54	10
55	8
56	13
57	5
58	26
59	10
60	19
61	19
62	15
63	5
64	9
65	11
66	16
67	8
68	24
69	5
70	4
71	3
72	6
73	22
74	5
75	2
76	9
77	1
78	5
79	15
80	11
81	23
82	22
83	22
84	4
85	18
86	16
87	22
88	25
89	19
90	7
91	17
92	13
93	13
94	6
95	20
96	6
97	18
98	25
99	4
100	24
101	8
102	7
103	4
104	10
105	1
106	5
107	3
108	6
109	9
110	13
111	24
112	2
113	10
114	26
115	12
116	15
117	8
118	12
119	13
120	18
121	16
122	22
123	19
124	17
125	20
126	6
127	2
128	20
129	7
130	22
131	9
132	14
133	19
134	24
135	14
136	11
137	8
138	16
139	22
140	5
141	17
142	16
143	9
144	9
145	9
146	13
147	2
148	20
149	26
150	11
151	16
152	17
153	1
154	3
155	16
156	3
157	10
158	17
159	24
160	18
161	7
162	20
163	4
164	7
165	17
166	2
167	9
168	9
169	5
170	25
171	20
172	12
173	16
174	17
175	4
176	22
177	24
178	3
179	8
180	5
181	14
182	23
183	18
184	18
185	7
186	2
187	17
188	4
189	23
190	24
191	23
192	5
193	26
194	25
195	6
196	10
197	13
198	16
199	12
200	4
201	5
202	5
203	3
204	1
205	15
206	5
207	9
208	19
209	24
210	5
211	24
212	17
213	4
214	7
215	17
216	26
217	7
218	18
219	8
220	16
221	15
222	10
223	6
224	10
225	22
226	26
227	23
228	8
229	18
230	26
231	17
232	11
233	14
234	5
235	8
236	17
237	15
238	19
239	24
240	2
241	2
242	15
243	3
244	18
245	26
246	5
247	21
248	25
249	26
250	17
251	20
252	1
253	13
254	17
255	23
256	15
257	2
258	10
259	19
260	26
261	23
262	24
263	13
264	3
265	12
266	6
267	2
268	9
269	3
270	21
271	22
272	6
273	24
274	15
275	2
276	11
277	25
278	24
279	6
280	17
281	5
282	9
283	16
284	22
285	3
286	7
287	6
288	10
289	25
290	16
291	19
292	1
293	9
294	9
295	4
296	23
297	24
298	17
299	9
300	24
301	17
302	20
303	24
304	13
305	13
306	22
307	9
308	15
309	4
310	11
311	17
312	22
313	20
314	9
315	15
316	13
317	16
318	15
319	10
320	24
321	3
322	22
323	20
324	26
325	13
326	15
327	21
328	13
329	5
330	13
331	23
332	17
333	12
334	22
335	26
336	6
337	13
338	15
339	12
340	4
341	19
342	20
343	25
344	17
345	14
346	24
347	14
348	1
349	25
350	6
351	6
352	10
353	4
354	11
355	14
356	26
357	12
358	13
359	14
360	2
361	19
362	24
363	20
364	11
365	18
366	17
367	4
368	16
369	15
370	9
371	19
372	3
373	26
374	12
375	4
376	13
377	5
378	9
379	20
380	22
381	8
382	11
383	23
384	2
385	25
386	16
387	4
388	26
389	17
390	24
391	23
392	24
393	3
394	14
395	20
396	4
397	8
398	7
399	8
400	24
401	2
402	1
403	18
404	17
405	15
406	4
407	14
408	26
409	21
410	20
411	15
412	18
413	16
414	21
415	23
416	19
417	10
418	20
419	17
420	4
421	23
422	16
423	22
424	16
425	20
426	3
427	4
428	25
429	5
430	2
431	7
432	5
433	16
434	15
435	25
436	13
437	23
438	12
439	16
440	10
441	10
442	17
443	8
444	8
445	8
446	9
447	9
448	6
449	11
450	11
451	5
452	19
453	18
454	14
455	17
456	17
457	2
458	23
459	4
460	8
461	15
462	6
463	20
464	3
465	24
466	13
467	7
468	14
469	13
470	1
471	20
472	5
473	11
474	3
475	12
476	26
477	20
478	22
479	16
480	14
481	12
482	2
483	16
484	8
485	6
486	3
487	16
488	17
489	22
490	16
491	23
492	1
493	13
494	11
495	19
496	23
497	19
498	4
499	13
500	26
501	17
502	14
503	23
504	22
505	23
506	26
507	7
508	9
509	1
510	6
511	18
512	14
513	22
514	23
515	25
516	11
517	12
518	4
519	13
520	4
521	14
522	7
523	16
524	14
525	26
526	8
527	12
528	11
529	10
530	12
531	10
532	4
533	8
534	17
535	17
536	6
537	17
538	13
539	15
540	24
541	17
542	17
543	21
544	11
545	13
546	7
547	25
548	5
549	7
550	11
551	4
552	8
553	24
554	2
555	5
556	10
557	7
558	3
559	15
560	14
561	6
562	1
563	26
564	22
565	25
566	13
567	21
568	16
569	19
570	3
571	7
572	20
573	15
574	18
575	16
576	2
577	16
578	1
579	16
580	11
581	5
582	13
583	2
584	21
585	12
586	3
587	20
588	2
589	21
590	22
591	4
592	26
593	20
594	11
595	24
596	3
597	16
598	23
599	23
600	3
601	24
602	22
603	22
604	13
605	26
606	6
607	15
608	22
609	23
610	17
611	19
612	4
613	25
614	20
615	10
616	19
617	25
618	5
619	4
620	14
621	16
622	4
623	19
624	13
625	1
626	3
627	10
628	14
629	23
630	26
631	3
632	15
633	26
634	3
635	5
636	17
637	26
638	26
639	15
640	8
641	9
642	1
643	14
644	26
645	21
646	3
647	6
648	11
649	14
650	12
651	3
652	23
653	18
654	1
655	7
656	22
657	23
658	10
659	4
660	5
661	18
662	12
663	26
664	26
665	14
666	26
667	7
668	1
669	19
670	6
671	10
672	19
673	8
674	8
675	4
676	25
677	4
678	1
679	1
680	5
681	11
682	9
683	16
684	19
685	5
686	23
687	16
688	2
689	8
690	6
691	18
692	13
693	2
694	18
695	15
696	18
697	26
698	11
699	14
700	12
701	14
702	1
703	12
704	23
705	2
706	14
707	11
708	6
709	25
710	7
711	15
712	25
713	12
714	7
715	23
716	1
717	22
718	2
719	17
720	3
721	3
722	11
723	25
724	1
725	1
726	2
727	9
728	20
729	2
730	17
731	24
732	6
733	14
734	26
735	10
736	21
737	23
738	3
739	5
740	14
741	5
742	1
743	14
744	17
745	16
746	11
747	9
748	11
749	26
750	21
751	19
752	19
753	5
754	11
755	16
756	16
757	1
758	3
759	22
760	26
761	5
762	17
763	16
764	26
765	3
766	19
767	23
768	8
769	13
770	11
771	23
772	10
773	22
774	13
775	9
776	18
777	23
778	1
779	15
780	17
781	16
782	15
783	23
784	25
785	7
786	26
787	25
788	8
789	9
790	21
791	8
792	13
793	10
794	26
795	12
796	3
797	20
798	7
799	22
800	16
801	17
802	8
803	21
804	10
805	1
806	9
807	17
808	9
809	3
810	4
811	6
812	7
813	2
814	26
815	3
816	5
817	13
818	3
819	20
820	10
821	22
822	19
823	12
824	16
825	3
826	9
827	18
828	14
829	12
830	2
831	8
832	26
833	4
834	17
835	23
836	13
837	17
838	22
839	20
840	2
841	16
842	22
843	12
844	8
845	20
846	8
847	19
848	25
849	16
850	25
851	1
852	20
853	22
854	12
855	4
856	13
857	1
858	20
859	11
860	25
861	26
862	22
863	15
864	10
865	2
866	20
867	3
868	25
869	12
870	10
871	8
872	13
873	9
874	9
875	13
876	25
877	4
878	11
879	5
880	13
881	17
882	14
883	16
884	10
885	22
886	3
887	6
888	11
889	8
890	9
891	22
892	21
893	1
894	20
895	4
896	21
897	16
898	17
899	13
900	16
901	4
902	15
903	13
904	12
905	13
906	26
907	8
908	25
909	15
910	10
911	13
912	19
913	3
914	15
915	5
916	19
917	22
918	19
919	13
920	19
921	18
922	4
923	22
924	7
925	11
926	13
927	14
928	18
929	12
930	10
931	24
932	4
933	18
934	10
935	13
936	18
937	24
938	7
939	26
940	19
941	18
942	25
943	23
944	12
945	14
946	8
947	24
948	16
949	3
950	5
951	13
952	22
953	2
954	14
955	4
956	24
957	15
958	9
959	6
960	6
961	1
962	1
963	12
964	17
965	6
966	1
967	20
968	3
969	14
970	13
971	19
972	17
973	17
974	18
975	11
976	17
977	21
978	14
979	13
980	10
981	16
982	12
983	20
984	8
985	17
986	19
987	6
988	9
989	13
990	18
991	9
992	23
993	1
994	1
995	8
996	21
997	1
998	26
999	15
1000	5
1001	18
1002	4
1003	13
1004	18
1005	5
1006	17
1007	5
1008	13
1009	7
1010	13
1011	9
1012	24
1013	13
1014	21
1015	9
1016	24
1017	21
1018	12
1019	15
1020	20
1021	3
1022	23
1023	11
1024	10
1025	12
1026	4
1027	12
1028	26
1029	21
1030	5
1031	5
1032	6
1033	3
1034	8
1035	24
1036	9
1037	15
1038	17
1039	11
1040	5
1041	21
1042	10
1043	2
1044	5
1045	13
1046	9
1047	7
1048	17
1049	24
1050	16
1051	6
1052	6
1053	4
1054	14
1055	15
1056	13
1057	3
1058	7
1059	13
1060	25
1061	21
1062	15
1063	6
1064	22
1065	23
1066	24
1067	6
1068	21
1069	19
1070	15
1071	23
1072	22
1073	4
1074	1
1075	8
1076	9
1077	18
1078	26
1079	25
1080	24
1081	6
1082	11
1083	10
1084	13
1085	7
1086	13
1087	22
1088	19
1089	2
1090	15
1091	17
1092	15
1093	25
1094	7
1095	26
1096	21
1097	7
1098	16
1099	26
1100	25
1101	2
1102	13
1103	26
1104	3
1105	8
1106	10
1107	7
1108	26
1109	9
1110	17
1111	18
1112	5
1113	5
1114	24
1115	9
1116	22
1117	5
1118	23
1119	12
1120	19
1121	2
1122	14
1123	5
1124	18
1125	11
1126	16
1127	22
1128	6
1129	20
1130	4
1131	19
1132	26
1133	11
1134	11
1135	16
1136	7
1137	12
1138	26
1139	3
1140	1
1141	8
1142	1
1143	19
1144	8
1145	24
1146	25
1147	17
1148	13
1149	5
1150	16
1151	7
1152	10
1153	24
1154	12
1155	2
1156	18
1157	23
1158	14
1159	7
1160	21
1161	20
1162	14
1163	10
1164	21
1165	14
1166	22
1167	11
1168	2
1169	13
1170	11
1171	13
1172	13
1173	11
1174	1
1175	21
1176	4
1177	9
1178	9
1179	2
1180	1
1181	16
1182	26
1183	8
1184	1
1185	2
1186	5
1187	3
1188	9
1189	14
1190	25
1191	11
1192	15
1193	14
1194	9
1195	25
1196	11
1197	8
1198	1
1199	20
1200	9
1201	1
1202	22
1203	11
1204	17
1205	10
1206	7
1207	6
1208	5
1209	2
1210	14
1211	22
1212	6
1213	23
1214	9
1215	23
1216	3
1217	6
1218	10
1219	4
1220	14
1221	9
1222	13
1223	1
1224	10
1225	5
1226	7
1227	3
1228	12
1229	18
1230	24
1231	24
1232	9
1233	22
1234	3
1235	24
1236	15
1237	21
1238	13
1239	21
1240	3
1241	24
1242	10
1243	17
1244	3
1245	25
1246	22
1247	5
1248	20
1249	1
1250	17
1251	20
1252	4
1253	16
1254	10
1255	26
1256	22
1257	12
1258	7
1259	10
1260	25
1261	14
1262	8
1263	17
1264	17
1265	16
1266	14
1267	12
1268	6
1269	14
1270	18
1271	23
1272	15
1273	9
1274	19
1275	26
1276	22
1277	6
1278	2
1279	23
1280	4
1281	22
1282	21
1283	10
1284	14
1285	12
1286	22
1287	3
1288	26
1289	6
1290	25
1291	16
1292	6
1293	18
1294	7
1295	9
1296	25
1297	17
1298	26
1299	10
1300	23
1301	16
1302	13
1303	5
1304	17
1305	13
1306	16
1307	5
1308	5
1309	26
1310	4
1311	23
1312	13
1313	20
1314	9
1315	26
1316	13
1317	14
1318	23
1319	7
1320	26
1321	16
1322	26
1323	6
1324	17
1325	12
1326	25
1327	3
1328	16
1329	4
1330	3
1331	10
1332	9
1333	22
1334	16
1335	6
1336	7
1337	15
1338	3
1339	3
1340	6
1341	9
1342	22
1343	24
1344	5
1345	26
1346	14
1347	8
1348	10
1349	12
1350	9
1351	26
1352	21
1353	12
1354	7
1355	14
1356	1
1357	21
1358	8
1359	21
1360	25
1361	17
1362	3
1363	7
1364	26
1365	15
1366	9
1367	18
1368	25
1369	13
1370	14
1371	3
1372	14
1373	15
1374	10
1375	13
1376	15
1377	26
1378	6
1379	14
1380	11
1381	10
1382	14
1383	15
1384	17
1385	22
1386	15
1387	4
1388	5
1389	8
1390	3
1391	13
1392	15
1393	17
1394	11
1395	16
1396	17
1397	17
1398	18
1399	6
1400	18
1401	11
1402	9
1403	9
1404	25
1405	1
1406	24
1407	11
1408	26
1409	12
1410	22
1411	21
1412	16
1413	17
1414	8
1415	1
1416	15
1417	22
1418	12
1419	10
1420	11
1421	8
1422	14
1423	6
1424	11
1425	19
1426	10
1427	4
1428	3
1429	14
1430	25
1431	5
1432	19
1433	11
1434	6
1435	16
1436	16
1437	4
1438	13
1439	21
1440	9
1441	25
1442	12
1443	10
1444	26
1445	20
1446	5
1447	26
1448	12
1449	21
1450	5
1451	5
1452	8
1453	16
1454	26
1455	13
1456	4
1457	26
1458	8
1459	11
1460	22
1461	20
1462	24
1463	12
1464	25
1465	11
1466	2
1467	24
1468	10
1469	20
1470	22
1471	19
1472	10
1473	11
1474	2
1475	5
1476	20
1477	21
1478	20
1479	19
1480	1
1481	4
1482	16
1483	25
1484	19
1485	16
1486	17
1487	13
1488	13
1489	7
1490	14
1491	10
1492	6
1493	4
1494	15
1495	11
1496	11
1497	1
1498	17
1499	11
1500	13
1501	9
1502	5
1503	18
1504	7
1505	9
1506	20
1507	7
1508	11
1509	20
1510	25
1511	12
1512	4
1513	17
1514	17
1515	16
1516	9
1517	22
1518	3
1519	21
1520	26
1521	2
1522	20
1523	24
1524	15
1525	7
1526	13
1527	17
1528	2
1529	8
1530	22
1531	20
1532	14
1533	5
1534	15
1535	4
1536	9
1537	18
1538	19
1539	7
1540	4
1541	17
1542	6
1543	19
